Title;Abstract;label_included
Che-1 modulates the decision between cell cycle arrest and apoptosis by its binding to p53.;The tumor suppressor p53 is mainly involved in the transcriptional regulation of a large number of growth-arrest- and apoptosis-related genes. However, a clear understanding of which factor/s influences the choice between these two opposing p53-dependent outcomes remains largely elusive. We have previously described that in response to DNA damage, the RNA polymerase II-binding protein Che-1/AATF transcriptionally activates p53. Here, we show that Che-1 binds directly to p53. This interaction essentially occurs in the first hours of DNA damage, whereas it is lost when cells undergo apoptosis in response to posttranscriptional modifications. Moreover, Che-1 sits in a ternary complex with p53 and the oncosuppressor Brca1. Accordingly, our analysis of genome-wide chromatin occupancy by p53 revealed that p53/Che1 interaction results in preferential transactivation of growth arrest p53 target genes over its pro-apoptotic target genes. Notably, exposure of Che-1(+/-) mice to ionizing radiations resulted in enhanced apoptosis of thymocytes, compared with WT mice. These results confirm Che-1 as an important regulator of p53 activity and suggest Che-1 to be a promising yet attractive drug target for cancer therapy.;0
Personalized radiotherapy: concepts, biomarkers and trial design.;In the past decade, and pointing onwards to the immediate future, clinical radiotherapy has undergone considerable developments, essentially including technological advances to sculpt radiation delivery, the demonstration of the benefit of adding concomitant cytotoxic agents to radiotherapy for a range of tumour types and, intriguingly, the increasing integration of targeted therapeutics for biological optimization of radiation effects. Recent molecular and imaging insights into radiobiology will provide a unique opportunity for rational patient treatment, enabling the parallel design of next-generation trials that formally examine the therapeutic outcome of adding targeted drugs to radiation, together with the critically important assessment of radiation volume and dose-limiting treatment toxicities. In considering the use of systemic agents with presumed radiosensitizing activity, this may also include the identification of molecular, metabolic and imaging markers of treatment response and tolerability, and will need particular attention on patient eligibility. In addition to providing an overview of clinical biomarker studies relevant for personalized radiotherapy, this communication will highlight principles in addressing clinical evaluation of combined-modality-targeted therapeutics and radiation. The increasing number of translational studies that bridge large-scale omics sciences with quality-assured phenomics end points-given the imperative development of open-source data repositories to allow investigators the access to the complex data sets-will enable radiation oncology to continue to position itself with the highest level of evidence within existing clinical practice.;0
A Validated Prediction Model for Overall Survival From Stage III Non-Small Cell Lung Cancer: Toward Survival Prediction for Individual Patients.;PURPOSE: Although patients with stage III non-small cell lung cancer (NSCLC) are homogeneous according to the TNM staging system, they form a heterogeneous group, which is reflected in the survival outcome. The increasing amount of information for an individual patient and the growing number of treatment options facilitate personalized treatment, but they also complicate treatment decision making. Decision support systems (DSS), which provide individualized prognostic information, can overcome this but are currently lacking. A DSS for stage III NSCLC requires the development and integration of multiple models. The current study takes the first step in this process by developing and validating a model that can provide physicians with a survival probability for an individual NSCLC patient. METHODS AND MATERIALS: Data from 548 patients with stage III NSCLC were available to enable the development of a prediction model, using stratified Cox regression. Variables were selected by using a bootstrap procedure. Performance of the model was expressed as the c statistic, assessed internally and on 2 external data sets (n=174 and n=130). RESULTS: The final multivariate model, stratified for treatment, consisted of age, gender, World Health Organization performance status, overall treatment time, equivalent radiation dose, number of positive lymph node stations, and gross tumor volume. The bootstrapped c statistic was 0.62. The model could identify risk groups in external data sets. Nomograms were constructed to predict an individual patient's survival probability (www.predictcancer.org). The data set can be downloaded at https://www.cancerdata.org/10.1016/j.ijrobp.2015.02.048. CONCLUSIONS: The prediction model for overall survival of patients with stage III NSCLC highlights the importance of combining patient, clinical, and treatment variables. Nomograms were developed and validated. This tool could be used as a first building block for a decision support system.;0
Classification and staging of hepatocellular carcinoma: an aid to clinical decision-making.;Classification and staging of hepatocellular carcinoma in a way that allows optimal treatment selection is challenging. This article summarizes some of the classification and staging schemes and discusses the conceptual framework that guides optimal treatment selection for each patient. The article does not exhaustively discuss each staging system proposed in the last three decades, but rather reviews the most commonly used staging systems, evaluates the rationale behind some of the newer staging systems, and compares them focusing on their use in clinical decision-making, notably choice of therapy.;0
30 day mortality in adult palliative radiotherapy--A retrospective population based study of 14,972 treatment episodes.;BACKGROUND: 30-day mortality (30DM) has been suggested as a clinical indicator of the avoidance of harm in palliative radiotherapy within the NHS, but no large-scale population-based studies exist. This large retrospective cohort study aims to investigate the factors that influence 30DM following palliative radiotherapy and consider its value as a clinical indicator. METHODS: All radiotherapy episodes delivered in a large UK cancer centre between January 2004 and April 2011 were analysed. Patterns of palliative radiotherapy, 30DM and the variables affecting 30DM were assessed. The impact of these variables was assessed using logistic regression. RESULTS: 14,972 palliative episodes were analysed. 6334 (42.3%) treatments were delivered to bone metastases, 2356 (15 7%) to the chest for lung cancer and 915 (5.7%) to the brain. Median treatment time was 1day (IQR 1-7). Overall 30DM was 12.3%. Factors having a significant impact upon 30DM were sex, primary diagnosis, treatment site and fractionation schedule (p<0.01). CONCLUSION: This is the first large-scale description of 30-day mortality for unselected adult palliative radiotherapy treatments. The observed differences in early mortality by fractionation support the use of this measure in assessing clinical decision making in palliative radiotherapy and require further study in other centres and health care systems.;0
Undertreatment of Men in Their Seventies with High-risk Nonmetastatic Prostate Cancer.;BACKGROUND: Many elderly men with high-risk nonmetastatic prostate cancer (HRnMPCa) do not receive radical treatment, despite the high mortality associated with conservative management. OBJECTIVE: To investigate how age and comorbidity affect treatment of men with HRnMPCa. DESIGN, SETTING, AND PARTICIPANTS: This was an observational nationwide register study during 2001-2012. We identified 19 190 men of <80 yr of age diagnosed with HRnMPCa in the National Prostate Cancer Register of Sweden and 95 948 age-matched men without prostate cancer in the register of the total population. OUTCOME MEASUREMENTS AND STATISTICAL ANALYSIS: The outcome was the proportion of men with HRnMPCa receiving radical treatment (radical prostatectomy or radiotherapy). Vital status and the Charlson comorbidity index (CCI) were obtained from nationwide registers. The 10-yr survival of men without prostate cancer, stratified by age and CCI, was used as a measure of the life expectancy of the men with prostate cancer. RESULTS AND LIMITATIONS: The proportions receiving radical treatment varied with life expectancy among men younger than 70 yr, whereas use of these treatments did not match the long life expectancy of men in their seventies with CCI 0-1. Only 10% of men aged 75-80 yr with CCI 0 received radical treatment despite 52% probability of 10-yr life expectancy, compared with approximately half of the men younger than 70 yr with a similar life expectancy. The use of radical treatment for HRnMPCa increased with time in all Swedish counties, but a threefold difference between counties remained in 2009-2012 for patients aged 70-80 yr with CCI 0-1. Uncertain external validity is a study limitation, and the impact of physician versus patient preferences on treatment selection could not be assessed. CONCLUSIONS: Otherwise healthy men in their seventies with HRnMPCa were less likely to receive radical treatment than younger men with a similar life expectancy, although increasing use of radical treatment was observed during the study period. Our findings highlight the need for improved methods for clinical decision-making, including improved assessment of life expectancy. PATIENT SUMMARY: We performed a nationwide register study that showed that many healthy men in their seventies live for at least another 10 yr. Despite this long life expectancy, men in their seventies with high-risk nonmetastatic prostate cancer were often not treated with radical prostatectomy or radiotherapy, possibly because their life expectancy was underestimated. Our study highlights the need for improved clinical decision-making, which should incorporate an assessment of the patient's life expectancy.;0
Bayesian network models for error detection in radiotherapy plans.;The purpose of this study is to design and develop a probabilistic network for detecting errors in radiotherapy plans for use at the time of initial plan verification. Our group has initiated a multi-pronged approach to reduce these errors. We report on our development of Bayesian models of radiotherapy plans. Bayesian networks consist of joint probability distributions that define the probability of one event, given some set of other known information. Using the networks, we find the probability of obtaining certain radiotherapy parameters, given a set of initial clinical information. A low probability in a propagated network then corresponds to potential errors to be flagged for investigation. To build our networks we first interviewed medical physicists and other domain experts to identify the relevant radiotherapy concepts and their associated interdependencies and to construct a network topology. Next, to populate the network's conditional probability tables, we used the Hugin Expert software to learn parameter distributions from a subset of de-identified data derived from a radiation oncology based clinical information database system. These data represent 4990 unique prescription cases over a 5 year period. Under test case scenarios with approximately 1.5% introduced error rates, network performance produced areas under the ROC curve of 0.88, 0.98, and 0.89 for the lung, brain and female breast cancer error detection networks, respectively. Comparison of the brain network to human experts performance (AUC of 0.90 +/- 0.01) shows the Bayes network model performs better than domain experts under the same test conditions. Our results demonstrate the feasibility and effectiveness of comprehensive probabilistic models as part of decision support systems for improved detection of errors in initial radiotherapy plan verification procedures.;0
The Pocketable Electronic Devices in Radiation Oncology (PEDRO) Project: How the Use of Tools in Medical Decision Making is Changing?;"PURPOSE: To analyze the impact of mobile electronic devices (MEDs) and apps in the daily clinical activity of young radiation or clinical oncologists in 5 Western European countries (Italy, Germany, Spain, Portugal, and Denmark). METHODS: A web-based questionnaire was sent to 462 young (</=40 years) members of the national radiation or clinical oncology associations of the countries involved in the study. The 15 items investigated diffusion of MEDs (smartphones and/or tablets), their impact on daily clinical activity, and the differences perceived by participants along time. RESULTS: A total of 386 (83.5%) of the 462 correctly filled questionnaires were statistically evaluated. Up to 65% of respondents declared to use an electronic device during their clinical activity. Conversely, 72% considered low to moderate impact of smartphones/tables on their daily practice. The daily use significantly increased from 2009 to 2012: users reporting a use >/=6 times/d raised from 5% to 39.9%. Professional needs fulfillment was declared by less than 68% of respondents and compliance to apps indications by 66%. Significant differences were seen among the countries, in particular concerning the feeling of usefulness of MEDs in the daily clinical life. The perception of the need of a comprehensive Web site containing a variety of applications (apps) for clinical use significantly differed among countries in 2009, while it was comparable in 2012. CONCLUSIONS: This survey showed a large diffusion of MEDs in young professionals working in radiation oncology. Looking at these data, it is important to verify the consistency of information found within apps, in order to avoid potential errors eventually detrimental for patients. ""Quality assurance"" criteria should be specifically developed for medical apps and a comprehensive Web site gathering all reliable applications and tools might be useful for daily clinical practice.";0
Using nonrandomized studies to inform complex clinical decisions: the thorny issue of cranial radiation therapy for T-cell acute lymphoblastic leukemia.;"BACKGROUND: There are no randomized controlled trials to inform the decision of which cranial radiation therapy (CRT) strategy to apply to pediatric patients with T-cell acute lymphoblastic leukemia (ALL). PROCEDURE: We performed a decision analysis using a Markov model in which we compared the life expectancy and quality-adjusted life expectancy when administering one of three CRT strategies to a cohort of patients with T-cell ALL: (1) omission of CRT for all patients; (2) CRT only for those with evidence of leukemic involvement in the central nervous system at diagnosis (therapeutic strategy); or (3) CRT for all (prophylactic strategy). RESULTS: When considering plausible event-free survival rates and late mortality after cure for groups of pediatric patients with T-cell ALL, the strategies of omitting CRT, administering therapeutic CRT, and administering prophylactic CRT result in similar short-term (7-year) survival. When considering the increased contribution of deaths from late effects, the strategy of prophylactic CRT is associated with lower life expectancy when compared to the other two strategies. The Monte Carlo probabilistic sensitivity analysis demonstrated that the strategy of prophylactic CRT was the preferred strategy only 5% of the time. CONCLUSIONS: Similar short-term survival may be expected when comparing the strategies of total omission of CRT, therapeutic CRT, and prophylactic CRT for patients with T-cell ALL. Long-term survival is likely inferior for the strategy of prophylactic CRT. The synthesis of nonrandomized trials and the application of decision analysis can help inform complex decision making in pediatric oncology.";0
A case-control study of treatment choices made by doctors diagnosed with early breast cancer.;INTRODUCTION: Doctors who are diagnosed with breast cancer form a small subset of women with unique insight into their disease. The aim of this study was to compare key treatment decisions in medically-qualified doctors with equivalent degree-educated, matched controls diagnosed with early breast cancer. METHODS: Patients diagnosed with breast cancer between 01/01/2006 and 31/12/2011 were included and screened for occupation by 2 independent investigators. Allied health professionals with a medical background (e.g. nurses, physiotherapists) were excluded. Patient controls were matched by age, nodal status and grade. If there were more than 5 possible matches then those patients with the closest tumour size were selected. RESULTS: 5259 of 8623 patients had signed the generic research consent form. 619 of these were either doctors, or had received tertiary level education and could form appropriate controls. After exclusions, 46 medically-qualified doctors and 230 matched control patients were included in the analysis. No statistical differences in age or tumour characteristics were identified between doctors with breast cancer and matched controls. No differences were identified between the two groups in the uptake of mastectomy, chemotherapy, immediate breast reconstruction or post-mastectomy radiotherapy. CONCLUSION: Medically-qualified patients diagnosed with early breast cancer are no more likely to opt for mastectomy, chemotherapy, immediate breast reconstruction or post-mastectomy radiotherapy than non-medically-qualified controls. The level of information generally provided to patients with breast cancer is adequate for a similar decision to be made by control patients with equivalent levels of education, independent of any knowledge of pathology or understanding of the medical system that medically-qualified patients may possess.;0
Effectiveness of interventions designed to reduce the use of imaging for low-back pain: a systematic review.;BACKGROUND: Rates of imaging for low-back pain are high and are associated with increased health care costs and radiation exposure as well as potentially poorer patient outcomes. We conducted a systematic review to investigate the effectiveness of interventions aimed at reducing the use of imaging for low-back pain. METHODS: We searched MEDLINE, Embase, CINAHL and the Cochrane Central Register of Controlled Trials from the earliest records to June 23, 2014. We included randomized controlled trials, controlled clinical trials and interrupted time series studies that assessed interventions designed to reduce the use of imaging in any clinical setting, including primary, emergency and specialist care. Two independent reviewers extracted data and assessed risk of bias. We used raw data on imaging rates to calculate summary statistics. Study heterogeneity prevented meta-analysis. RESULTS: A total of 8500 records were identified through the literature search. Of the 54 potentially eligible studies reviewed in full, 7 were included in our review. Clinical decision support involving a modified referral form in a hospital setting reduced imaging by 36.8% (95% confidence interval [CI] 33.2% to 40.5%). Targeted reminders to primary care physicians of appropriate indications for imaging reduced referrals for imaging by 22.5% (95% CI 8.4% to 36.8%). Interventions that used practitioner audits and feedback, practitioner education or guideline dissemination did not significantly reduce imaging rates. Lack of power within some of the included studies resulted in lack of statistical significance despite potentially clinically important effects. INTERPRETATION: Clinical decision support in a hospital setting and targeted reminders to primary care doctors were effective interventions in reducing the use of imaging for low-back pain. These are potentially low-cost interventions that would substantially decrease medical expenditures associated with the management of low-back pain.;0
Evaluating competing and emerging technologies for stereotactic body radiotherapy and other advanced radiotherapy techniques.;Stereotactic body radiotherapy (SBRT) refers to the precise irradiation of an image-defined extracranial lesion, using a high total radiation dose delivered in a small number of fractions. A significant proportion of SBRT treatment has been successfully delivered using conventional gantry-based linear accelerators with appropriate image guidance and motion management techniques, although a number of specialist systems are also available. Evaluating the competing SBRT technologies is difficult due to frequent refinements to all major platforms. Comparison of geometric accuracy or treatment planning performance can be hard to interpret and may not provide much useful information. Nevertheless, a general specification overview can provide information that may help radiotherapy providers decide on an appropriate system for their centre. A number of UK randomised controlled trials (RCTs) have shown that better radiotherapy techniques yield better results. RCTs should play an important part in the future evaluation of SBRT, especially where there is a smaller volume of existing data, and where outcomes from conventional radiotherapy are very good. RCT comparison of SBRT with surgery is more difficult due to the radically different treatment arms, although successful recruitment can be possible if the lessons from previous failed trials are learned. The evaluation of new technology poses a number of challenges to the conventional RCT methodology, and there may be situations where it is genuinely not possible, with careful observational studies or decision modelling being more appropriate. Further development in trial design may have an important role in providing clinical evidence in a more timely manner.;0
Institutional review of compliance with NCCN guidelines for breast cancer: lessons learned from real-time multidimensional synoptic reporting.;BACKGROUND: Variations exist in compliance with NCCN Guidelines. Prior reports of adherence to NCCN Guidelines contain limitations because of lack of contemporary review and incomplete listing of reasons for noncompliance. PURPOSE: To assess institutional compliance and assist national quality improvement strategies through identifying valid reasons for noncompliance. METHODS: Compliance with NCCN Guidelines was recorded prospectively using electronic synoptic templates for patients with newly diagnosed breast cancer treated at a single institution between January 2010 and December 2011. Compliance with NCCN Guidelines was recorded. The accuracy of real-time synoptic auditing methods compared with retrospective chart review and reasons for noncompliance was assessed. SAS 9.3 software was used for data analysis. RESULTS: Compliance with NCCN Guidelines among 395 patients was 94% for initial staging evaluation, 97% for surgery, 91% for chemotherapy, 89% for hormone therapy, 91% for radiation therapy, 85% for follow-up, and 100% for determination of estrogen receptor/progesterone receptor and HER2 status. Age, comorbidities, and stage influenced guideline compliance. The most common reasons for noncompliance were patient refusal, patient choice after shared decision-making, and overuse of testing. Synoptic templated reporting was accurate in 97% patients. CONCLUSIONS: High compliance with NCCN Guidelines was demonstrated. Reasons for noncompliance were identifiable. Compliance and nonadherence can be evaluated quickly with electronic synoptic reporting. This allows real-time action plans to address quality concerns and aids national risk adjustment for comparison and benchmarking.;0
Validation of a deformable image registration produced by a commercial treatment planning system in head and neck.;In recent years one of the areas of interest in radiotherapy has been adaptive radiation therapy (ART), with the most efficient way of performing ART being the use of deformable image registration (DIR). In this paper we use the distances between points of interest (POIs) in the computed tomography (CT) and the cone beam computed tomography (CBCT) acquisition images and the inverse consistence (IC) property to validate the RayStation treatment planning system (TPS) DIR algorithm. This study was divided into two parts: Firstly the distance-accuracy of the TPS DIR algorithm was ascertained by placing POIs on anatomical features in the CT and CBCT images from five head and neck cancer patients. Secondly, a method was developed for studying the implication of these distances on the dose by using the IC. This method compared the dose received by the structures in the CT, and the structures that were quadruply-deformed. The accuracy of the TPS was 1.7 +/- 0.8 mm, and the distance obtained with the quadruply-deformed IC method was 1.7 +/- 0.9 mm, i.e. the difference between the IC method multiplied by two, and that of the TPS validation method, was negligible. Moreover, the IC method shows very little variation in the dose-volume histograms when comparing the original and quadruply-deformed structures. This indicates that this algorithm is useful for planning adaptive radiation treatments using CBCT in head and neck cancer patients, although these variations must be taken into account when making a clinical decision to adapt a treatment plan.;0
Simultaneous beam sampling and aperture shape optimization for SPORT.;PURPOSE: Station parameter optimized radiation therapy (SPORT) was recently proposed to fully utilize the technical capability of emerging digital linear accelerators, in which the station parameters of a delivery system, such as aperture shape and weight, couch position/angle, gantry/collimator angle, can be optimized simultaneously. SPORT promises to deliver remarkable radiation dose distributions in an efficient manner, yet there exists no optimization algorithm for its implementation. The purpose of this work is to develop an algorithm to simultaneously optimize the beam sampling and aperture shapes. METHODS: The authors build a mathematical model with the fundamental station point parameters as the decision variables. To solve the resulting large-scale optimization problem, the authors devise an effective algorithm by integrating three advanced optimization techniques: column generation, subgradient method, and pattern search. Column generation adds the most beneficial stations sequentially until the plan quality improvement saturates and provides a good starting point for the subsequent optimization. It also adds the new stations during the algorithm if beneficial. For each update resulted from column generation, the subgradient method improves the selected stations locally by reshaping the apertures and updating the beam angles toward a descent subgradient direction. The algorithm continues to improve the selected stations locally and globally by a pattern search algorithm to explore the part of search space not reachable by the subgradient method. By combining these three techniques together, all plausible combinations of station parameters are searched efficiently to yield the optimal solution. RESULTS: A SPORT optimization framework with seamlessly integration of three complementary algorithms, column generation, subgradient method, and pattern search, was established. The proposed technique was applied to two previously treated clinical cases: a head and neck and a prostate case. It significantly improved the target conformality and at the same time critical structure sparing compared with conventional intensity modulated radiation therapy (IMRT). In the head and neck case, for example, the average PTV coverage D99% for two PTVs, cord and brainstem max doses, and right parotid gland mean dose were improved, respectively, by about 7%, 37%, 12%, and 16%. CONCLUSIONS: The proposed method automatically determines the number of the stations required to generate a satisfactory plan and optimizes simultaneously the involved station parameters, leading to improved quality of the resultant treatment plans as compared with the conventional IMRT plans.;0
Intra thoracic anatomical changes in lung cancer patients during the course of radiotherapy.;"BACKGROUND AND PURPOSE: Conebeam-CT (CBCT) guidance is often used for setup verification of lung cancer patients treated with radiotherapy. The purpose of this study was to quantify intra-thoracic anatomical changes (ITACs) during the radiotherapy treatment and to hand over a decision support system to guide the radiation therapy technologist and radiation oncologist in prioritizing these changes. MATERIALS AND METHODS: 1793 CBCT-scans of 177 lung cancer patients treated in 2010 in our institute with radical radiotherapy were evaluated. Our decision support system: ""the Traffic Light Protocol"", was retrospectively applied to these CBCT-scans. The protocol has four levels: red (immediate action before treatment), orange (action before next fraction), yellow (no action required) and green (no change). RESULTS: In 128 patients (72%), 210 ITACs were observed with a maximum level of red, orange and yellow in 12%, 36% and 24% respectively. Types of observed ITACs were, tumor regression (35%), tumor baseline shift (27%), changes in atelectasis (19%), tumor progression (10%), pleural effusion (6%) and infiltrative changes (3%). CONCLUSIONS: ITACs have been observed in 72% of all lung cancer patients during the course of radical radiotherapy. The clinical relevance of the proposed ITAC classification in lung radiotherapy needs to be validated in a prospective analysis.";0
Minimally invasive palliative procedures in oncology: a review of a multidisciplinary collaboration.;INTRODUCTION: Minimally invasive palliative procedures (MIPPs) are sometimes considered step 4 of the World Health Organization's three-step ladder. A case conference has been created at the BC Cancer Agency to facilitate access to MIPPs for advanced cancer patients with severe pain not responding to conventional analgesics. The twice monthly conference discusses referrals for pain control procedures and reviews imaging, with palliative care, musculoskeletal interventional radiology, radiation oncology, medical oncology, and anesthesia experts in attendance. STUDY OBJECTIVES: The aims of this study are: first, to determine the benefit to patients from the procedures recommended by the case conference, and second, to explore the impact of the case conference on clinical decision-making. METHODS: A retrospective review of electronic charts of all cancer patients referred to the MIPP case conference between December 20, 2011 and June 25, 2013. RESULTS: There were 103 referrals, resulting in 69 procedures performed among 63 patients. Over 80 % of procedures provided analgesic benefit. Pain scores fell across all categories post-procedure. Mean worst pain scores fell from 8.1 +/- 1.4 to 4.6 +/- 2.8 (P < 0.001). Patient function, mobility, and symptoms measured by the Edmonton Symptom Assessment System also improved post-procedure. At time of abstract submission, 37/63 (58.7 %) patients had died, and the mean survival post-procedure was 200 days. The documented rate of major adverse events attributable to MIPPs was 2/69 (2.9 %). CONCLUSIONS: MIPPs are valuable treatment options in patients with severe cancer pain despite use of appropriate step 3 WHO ladder medications. The case conference facilitates excellent communication and sharing of expertise, ensuring optimal patient care.;0
Development of a chemoradiation therapy toxicity staging system for oropharyngeal carcinoma.;OBJECTIVES/HYPOTHESIS: Develop an innovative tool to standardize representation of treatment toxicity and enable shared decision making by mapping provider-based outcome descriptions to four overall stages of toxicity from chemoradiation therapy for oropharyngeal carcinoma. STUDY DESIGN: Cross-sectional, provider-based questionnaire. METHODS: Five short-term and five long-term treatment outcomes of cisplatin and intensity-modulated radiation therapy for oropharyngeal carcinoma were chosen by a focus group of head and neck oncologists. A pilot survey was developed in an online platform, and feedback from extramural head and neck oncologists was used to refine it for institutional review board submission and formal deployment. Respondents were surgical, radiation, and medical oncologists with experience in treating oropharyngeal carcinoma. One hundred five responses were analyzed, of which 67% were from providers with >10 years in practice and 79% were from providers who treat >15 new oropharyngeal carcinoma patients per year. RESULTS: A particular overall chemoradiation toxicity class is accounted for by two adjoining distress levels (>90% occurrence) for both short-term and long-term outcomes. Providers deemed mucositis and nausea, and pain and xerostomia the most distressing short-term and long-term toxicities, respectively. Providers were split as to their impression of the relative importance that patients place on short-term versus long-term outcomes when considering treatment options. CONCLUSIONS: A clinical tool to represent overall chemoradiation toxicity considering short-term and long-term outcomes has been developed by analyzing provider-centric responses to a realistic clinical scenario. Results from this pilot study enhance patient counseling and shared decision making, and serve as foundational information for a prospective, longitudinal patient-centric observational study.;0
Risk stratification of patients undergoing pulmonary metastasectomy for soft tissue and bone sarcomas.;OBJECTIVES: Our objective was to identify risk factors associated with survival in patients who underwent pulmonary metastasectomy for soft tissue or bone sarcoma and to create a risk stratification model. METHODS: A retrospective review of the prospectively maintained University of California Los Angeles Sarcoma Database was performed. Clinical, pathologic, and treatment variables were analyzed for overall survival and disease-free survival. Univariate and multivariate analyses were performed, and variables that were identified as significant were included to create a risk model. A total of 155 patients who underwent pulmonary metastasectomy for soft tissue sarcoma (n = 108 patients) or bone sarcoma (n = 47 patients) from 1994 to 2010 were identified. RESULTS: Multivariate analysis identified 7 factors associated with poor overall survival: age more than 45 years, disease-free interval less than 1 year, thoracotomy, synchronous disease, location and type of sarcoma (soft tissue vs bone sarcoma), and performance of a lobectomy. The number of factors present was associated with poor overall survival, which varied widely from 64% in patients with 2 factors to 3% in those with 5 factors. CONCLUSIONS: We have identified prognostic variables associated with overall survival after lung metastasectomy. Our model may be used as a risk stratification model to guide treatment decisions on the basis of the number of risk factors present. Although prospective studies are warranted to determine the benefit of surgical intervention in all cohorts compared with other local therapies or medical therapy, given the attendant dismal prognosis in patients with 5 or more risk factors, the benefit of surgical resection in this group is questioned.;0
Emerging science and therapies in non-small-cell lung cancer: targeting the MET pathway.;During this enduring, learner-driven, interactive CME webseries, lung cancer specialists will address the science and targeted therapies for the MET pathway in non-small cell lung cancer. Over the past decade, research has evolved in the science of identifying targeted biological changes in DNA and individual cancer cells. Along with the advanced understanding of lung cancer mutations, has come the development of specific targeted therapies that improve patient outcomes. The first step in treating a patient with lung cancer is proper diagnosis and staging, applying to the principles of personalize medicine. Our current understanding of lung cancer is that of a collection of diseases individualized through specific mutations. This CME activity reviews the role of the pulmonologist and pathologist in proper tissue acquisition and analysis. This new era of personalized medicine and clinical research advances has changed the way clinicians evaluate and treat patients with lung cancer. The data on lung cancer cell mutations and newer targeted therapies have improved the progression free survival and quality of life of lung cancer patients. This CME activity is designed to present a practical overview of recent evidenced based data of MET targeted therapies for patients with lung cancer. As research continues to evolve, we continue to advance our understanding in the science of lung cancers involving the MET pathway. Evidenced based data supporting newer targeted therapeutics provides insight on applying treatment for optimal outcomes. This CME activity will focus on the individualized treatment strategies using practical decision making for patients with MET expression. This activity has been designed to meet the educational needs of medical oncologists, pathologists, radiation oncologists, surgeons, pulmonologists, internists, and other healthcare clinicians responsible for the care of patients with lung cancer. Online access:http://www.elseviercme.com/516/.;0
A framework to evaluate the cost-effectiveness of the NADiA ProsVue slope to guide adjuvant radiotherapy among men with high-risk characteristics following prostatectomy for prostate cancer.;"OBJECTIVES: The NADiA ProsVue is a prognostic system that measures prostate-specific antigen slope to identify men at lower risk of clinical recurrence of prostate cancer after radical prostatectomy. We developed a decision-modeling framework to evaluate its cost-effectiveness to guide the use of adjuvant radiotherapy (ART). METHODS: We populated the model using patient-level data and external sources. Patients were classified as intermediate risk or high risk on the basis of Cancer of the Prostate Risk Assessment-Postsurgical (CAPRA-S) nomogram and then stratified by the ProsVue slope (</=2 pg/mL/mo; >2 pg/mL/mo) and receipt of ART. In sensitivity analyses, we varied the effect of the ProsVue slope on the use of ART and other model parameters. RESULTS: The cost-effectiveness of the ProsVue-guided strategy varied widely because of small differences in quality-adjusted life-years (QALYs) at 10 years. In the intermediate-risk group, when the use of ART decreased from 20% (standard care) to 7.5% among patients with a ProsVue slope value of 2 pg/mL/mo or less, the incremental cost-effectiveness ratio was $25,160/QALY. In the high-risk group, the use of ART would have to decrease from 40% (standard care) to 11.5% among those with a ProsVue slope value of 2 pg/mL/mo or less to obtain a ratio of $50,000/QALY. The cost-effectiveness ratios were sensitive to varying benefits of salvage therapy, quality of life, and costs of ART and ProsVue testing. CONCLUSIONS: The effect of the ProsVue system on costs will be dependent on the extent to which ART decreases among men identified as having a low risk of recurrence. Its effect on QALYs will remain conditional on uncertain clinical and quality-of-life benefits associated with ART.";0
Endoscopic ultrasound-guided fine-needle aspiration for suspected malignancies adjacent to the gastrointestinal tract.;"AIM: To investigate the impact of endoscopic ultrasound-guided fine-needle aspiration (EUS-FNA) in association with a multidisciplinary team evaluation for the detection of gastrointestinal malignancies. METHODS: A cohort of 1019 patients with suspected malignant lesions adjacent to the gastrointestinal tract received EUS-FNA after a standardized multidisciplinary team evaluation (MTE) and were divided into 4 groups according to their specific malignant risk score (MRS). Patients with a MRS of 0 (without detectable risk of malignancy) received only EUS without FNA. For patients with a MRS score ranging from 1 (low risk) - through 2 (intermediate risk) - to 3 (high risk), EUS-FNA cytology of the lesion was planned for a different time and was prioritized for those patients at higher risk for cancer. The accuracy, efficiency and quality assessment for the early detection of patients with potentially curable malignant lesions were evaluated for the whole cohort and in the different classes of MRSs. The time to definitive cytological diagnosis (TDCD), accuracy, sensitivity, specificity, positive and negative predictive values, and the rate of inconclusive tests were calculated for all patients and for each MRS group. RESULTS: A total of 1019 patients with suspected malignant lesions were evaluated by EUS-FNA. In 515 patients of 616 with true malignant lesions the tumor was diagnosed by EUS-FNA; 421 patients with resectable lesions received early surgical treatment, and 94 patients received chemo-radiotherapy. The overall diagnostic accuracy for the 1019 lesions in which a final diagnosis was obtained by EUS-FNA was 0.95. When patients were stratified by MTE into 4 classes of MRSs, a higher rate of patients in the group with higher cancer risk (MRS-3) received early treatment and EUS-FNA showed the highest level of accuracy (1.0). TDCD was also shorter in the MRS-3 group. The number of patients who received surgical treatment or chemo-radiotherapy was significantly higher in the MRS-3 patient group (36.3% in MRS-3, 10.7% in MRS-2, and 3.5% in MRS-1). CONCLUSION: EUS-FNA can effectively detect a curable malignant lesions at an earlier time and at a higher rate in patients with a higher cancer risk that were evaluated using MTE.";0
